id,text,label,label_name
1078,"Sau khi hoàn thành môn học, cô không công bằng trong việc đánh giá, thiên vị một số sinh viên nhất định.",0,negative
662,"Qua quá trình học, nội dung bài giảng phong phú, đa dạng và rất có giá trị thực tiễn Tôi sẽ giới thiệu cho bạn bè.",2,positive
1946,"Theo ý kiến cá nhân tôi, phong cách giảng dạy linh hoạt của thầy giúp tôi học tốt hơn và yêu thích môn học Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
586,"Theo ý kiến cá nhân tôi, bài giảng đơn điệu và lặp lại, không có sự đổi mới hay sáng tạo nào Hy vọng môn học sẽ tốt hơn trong tương lai.",0,negative
1888,"Giáo viên giảng đủ, không quá nhiệt tình nhưng cũng không tệ Mong thầy cô tiếp tục phát huy.",1,neutral
1730,Tôi nghĩ rằng tài liệu học đầy đủ nhưng một số phần khá trừu tượng và khó nắm bắt Tôi sẽ giới thiệu cho bạn bè.,1,neutral
1129,"Theo ý kiến cá nhân tôi, thầy giảng được nhưng đôi khi thiếu ví dụ minh họa để làm rõ khái niệm.",1,neutral
1476,"Theo ý kiến cá nhân tôi, cô tạo ra một lớp học tích cực nơi mọi sinh viên đều cảm thấy được tôn trọng.",2,positive
109,"Nhìn chung, tài liệu học tập được chuẩn bị đầy đủ và chi tiết, hỗ trợ tốt cho việc học Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
1699,"Nhìn chung, cô tổ chức lớp học rất tốt, tạo điều kiện để tất cả sinh viên đều có thể tham gia Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
1116,"Sau khi hoàn thành môn học, môn học giúp tôi hiểu rõ hơn về lĩnh vực chuyên ngành và định hướng tương lai Mong thầy cô tiếp tục phát huy.",2,positive
1701,"Tôi cảm thấy lãng phí thời gian khi học môn này, không có giá trị thực tiễn Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,negative
926,"Bài giảng đủ để hiểu bài, nhưng không có gì thực sự khiến sinh viên nhớ mãi Tôi đã học được nhiều điều từ trải nghiệm này.",1,neutral
763,Môn học cung cấp nền tảng vững chắc cho việc học các môn chuyên sâu sau này Tôi sẽ giới thiệu cho bạn bè.,2,positive
99,Lớp học quá đông mà thầy không có phương án quản lý hiệu quả.,0,negative
1740,"Tài liệu học mang nặng tính lý thuyết, thiếu hẳn ứng dụng thực hành Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,negative
911,"Theo ý kiến cá nhân tôi, môn học này thực sự mở ra cánh cửa mới cho tôi trong lĩnh vực chuyên ngành Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
735,"Trong học kỳ vừa qua, cô chia sẻ kinh nghiệm thực tế quý báu, giúp sinh viên chuẩn bị tốt cho tương lai.",2,positive
84,"Trong học kỳ vừa qua, tôi không ngờ môn học này lại thú vị và bổ ích đến vậy, cảm ơn thầy rất nhiều Mong thầy cô tiếp tục phát huy.",2,positive
903,"Tôi nghĩ rằng nội dung môn học phù hợp với mục tiêu của khóa học, không có gì cần than phiền nhiều Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
905,"Theo ý kiến cá nhân tôi, môn học này là một trong những môn tệ nhất tôi từng học, cần cải thiện ngay Mong thầy cô tiếp tục phát huy.",0,negative
349,"Sau khi hoàn thành môn học, cô rất kiên nhẫn với những sinh viên học chậm, không bỏ lại ai phía sau Tôi sẽ giới thiệu cho bạn bè.",2,positive
1206,Thầy có kiến thức chuyên môn tốt nhưng đôi khi phong cách giảng dạy chưa thu hút Tôi đã học được nhiều điều từ trải nghiệm này.,1,neutral
371,"Thầy có thái độ không tốt với sinh viên, tạo ra môi trường học tập tiêu cực Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
437,"Tôi nghĩ rằng thầy có kiến thức tốt nhưng đôi khi giảng hơi nhanh, sinh viên khó theo kịp Mong thầy cô tiếp tục phát huy.",1,neutral
762,"Tôi nghĩ rằng đây là môn học tôi tâm đắc nhất trong năm học, xứng đáng 5 sao Tôi sẽ giới thiệu cho bạn bè.",2,positive
1473,"Sau khi hoàn thành môn học, lớp học quá đông mà thầy không có phương án quản lý hiệu quả.",0,negative
1237,Tôi thấy môn học có điểm hay nhưng cũng có những điểm cần cải thiện Tôi sẽ giới thiệu cho bạn bè.,1,neutral
376,"Nhìn chung, bài giảng đủ thông tin cơ bản, không xuất sắc nhưng cũng không tệ Tôi đã học được nhiều điều từ trải nghiệm này.",1,neutral
2035,Thầy giảng được nhưng đôi khi thiếu ví dụ minh họa để làm rõ khái niệm.,1,neutral
711,"Theo tôi, thầy không giải thích tại sao cần học nội dung này, làm mất động lực của sinh viên.",0,negative
1325,"Qua quá trình học, môn học phù hợp cho việc tạo nền tảng, nhưng cần làm sâu hơn ở nhiều chỗ Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1486,Môn học giúp tôi phát triển tư duy và kỹ năng giải quyết vấn đề hiệu quả.,2,positive
1594,"Qua quá trình học, môn học có nội dung hay và kiến thức thực sự có thể áp dụng được Tôi sẽ giới thiệu cho bạn bè.",2,positive
1187,"Môn học rất phù hợp với định hướng nghề nghiệp của tôi, tôi rất hài lòng Mong thầy cô tiếp tục phát huy.",2,positive
850,"Trong học kỳ vừa qua, thầy không giao đủ bài tập thực hành, sinh viên không có cơ hội luyện tập kỹ năng.",0,negative
1741,"Tôi nghĩ rằng giáo viên giỏi chuyên môn, có kỹ năng sư phạm xuất sắc và tâm huyết với nghề.",2,positive
302,"Theo ý kiến cá nhân tôi, bài kiểm tra phản ánh được phần lớn nội dung học, tuy rằng vẫn có điểm chưa cân đối Tôi sẽ giới thiệu cho bạn bè.",1,neutral
634,"Theo ý kiến cá nhân tôi, giáo viên luôn nhiệt tình hỗ trợ sinh viên, kể cả ngoài giờ học Tôi sẽ giới thiệu cho bạn bè.",2,positive
126,"Sau khi hoàn thành môn học, giáo viên luôn chuẩn bị bài kỹ càng và có tâm trong từng buổi giảng.",2,positive
1075,"Trong học kỳ vừa qua, thầy dạy không có tâm, rõ ràng chỉ đến cho có mà không quan tâm đến việc giảng Hy vọng môn học sẽ tốt hơn trong tương lai.",0,negative
1416,"Nhìn chung, tôi học được kiến thức từ môn này nhưng chưa thấy rõ ứng dụng thực tế Tôi sẽ giới thiệu cho bạn bè.",1,neutral
538,"Nhìn chung, giáo viên có chuyên môn nhưng đôi khi chưa truyền đạt được thật hiệu quả Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1942,"Theo tôi, môn học này không cần thiết, cần phải xem xét lại chương trình học.",0,negative
31,"Thầy tạo ra không khí học tập thoải mái nhưng nghiêm túc, rất phù hợp.",2,positive
10,"Thầy chia sẻ nhiều tài liệu bổ sung chất lượng cao, giúp sinh viên mở rộng kiến thức Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
2039,"Theo ý kiến cá nhân tôi, cách tổ chức lớp học ổn, nhưng nội dung cần được cập nhật và làm mới hơn.",1,neutral
497,"Sau khi hoàn thành môn học, giáo viên không chuẩn bị bài giảng kỹ, nhiều lần nhầm lẫn kiến thức cơ bản Tôi sẽ giới thiệu cho bạn bè.",0,negative
1442,Có một số bổ sung về slide và tài liệu sẽ giúp sinh viên hiểu bài tốt hơn Tôi sẽ giới thiệu cho bạn bè.,1,neutral
454,"Trong học kỳ vừa qua, thầy giải thích các khái niệm phức tạp một cách đơn giản và trực quan Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
1661,"Nhìn chung, giáo viên có kiến thức rộng và sâu, trả lời mọi câu hỏi của sinh viên thấu đáo Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
1522,"Trong học kỳ vừa qua, cô tạo ra một lớp học tích cực nơi mọi sinh viên đều cảm thấy được tôn trọng Mong thầy cô tiếp tục phát huy.",2,positive
691,"Nhìn chung, tôi cực kỳ hài lòng với môn học này và cảm thấy mình đã đầu tư đúng chỗ Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
474,"Trong học kỳ vừa qua, môn học có cấu trúc rõ ràng, lịch học được tuân thủ, không có vấn đề gì đặc biệt Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1092,"Môn học phù hợp cho việc tạo nền tảng, nhưng cần làm sâu hơn ở nhiều chỗ.",1,neutral
986,"Sau khi hoàn thành môn học, môn học đạt tiêu chuẩn cơ bản, không vượt trội nhưng cũng không đáng phê phán.",1,neutral
1709,"Nhìn chung, môn học cung cấp kiến thức cập nhật và phù hợp với nhu cầu ngành nghề Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
1835,"Trong học kỳ vừa qua, thầy không giao đủ bài tập thực hành, sinh viên không có cơ hội luyện tập kỹ năng Tôi sẽ giới thiệu cho bạn bè.",0,negative
860,"Sau khi hoàn thành môn học, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
419,"Theo tôi, môn học giúp tôi hiểu rõ hơn về lĩnh vực chuyên ngành và định hướng tương lai.",2,positive
1714,"Theo ý kiến cá nhân tôi, thầy không giao đủ bài tập thực hành, sinh viên không có cơ hội luyện tập kỹ năng Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,negative
1794,Thầy giảng được nhưng cần thêm thời gian để sinh viên thực hành và củng cố kiến thức Hy vọng môn học sẽ tốt hơn trong tương lai.,1,neutral
972,"Theo ý kiến cá nhân tôi, môn học cung cấp kiến thức cập nhật và phù hợp với nhu cầu ngành nghề Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
1392,"Trong học kỳ vừa qua, thầy giảng quá nhanh, sinh viên không kịp ghi chép và không hiểu bài Hy vọng môn học sẽ tốt hơn trong tương lai.",0,negative
1126,Tôi nghĩ rằng bài tập và dự án thực tế giúp tôi áp dụng kiến thức một cách hiệu quả Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.,2,positive
1894,"Theo ý kiến cá nhân tôi, thầy không tôn trọng ý kiến của sinh viên, lớp học thiếu sự tương tác cần thiết.",0,negative
1582,"Tôi nghĩ rằng giáo viên thiếu nhiệt tình, rõ ràng không muốn dạy và không đầu tư vào việc giảng Tôi sẽ giới thiệu cho bạn bè.",0,negative
1311,"Chương trình học lỗi thời, không cập nhật với xu hướng mới của ngành nghề.",0,negative
1368,"Qua quá trình học, bài kiểm tra không liên quan đến những gì được dạy, điểm số không phản ánh nỗ lực.",0,negative
2058,"Cô rất kiên nhẫn với những sinh viên học chậm, không bỏ lại ai phía sau Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
1330,"Theo tôi, môn học có chất lượng trung bình, không quá tốt cũng không quá kém Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1177,Tôi phải tự học hầu hết nội dung vì bài giảng không cung cấp đủ thông tin Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.,0,negative
1782,"Nhìn chung, cô không công bằng trong việc đánh giá, thiên vị một số sinh viên nhất định.",0,negative
1981,"Môn học được thiết kế hợp lý về cơ bản, nhưng cần bổ sung ví dụ thực tế hơn.",1,neutral
916,"Nhìn chung, thầy không giải thích tại sao cần học nội dung này, làm mất động lực của sinh viên Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
351,"Sau khi hoàn thành môn học, môn học có những điểm tốt và những điểm cần được xem xét lại và cải thiện Mong thầy cô tiếp tục phát huy.",1,neutral
317,"Trong học kỳ vừa qua, tôi thực sự thất vọng với chất lượng giảng dạy của môn học này.",0,negative
72,Tôi nghĩ rằng cô giáo tạo ra áp lực không cần thiết mà không hề hỗ trợ sinh viên vượt qua.,0,negative
1840,"Bài kiểm tra quá khó so với nội dung được dạy, không phản ánh đúng kiến thức học Hy vọng môn học sẽ tốt hơn trong tương lai.",0,negative
1307,Tôi nghĩ rằng thầy có thể cải thiện việc tương tác với sinh viên nhiều hơn trong lớp học.,1,neutral
398,"Theo tôi, chương trình học lỗi thời, không cập nhật với xu hướng mới của ngành nghề.",0,negative
397,"Trong học kỳ vừa qua, cô giáo không biết cách tạo động lực cho sinh viên, lớp học ảm đạm và buồn tẻ Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,negative
1203,"Cô giáo quan tâm đến sinh viên ở một mức độ vừa phải, không quá nhiều không ít Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1683,"Nhìn chung, môn học được thiết kế hợp lý về cơ bản, nhưng cần bổ sung ví dụ thực tế hơn Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1081,Thầy giảng được nhưng cần thêm thời gian để sinh viên thực hành và củng cố kiến thức Tôi sẽ giới thiệu cho bạn bè.,1,neutral
728,"Theo tôi, môn học này thực sự mở ra cánh cửa mới cho tôi trong lĩnh vực chuyên ngành.",2,positive
527,Tài liệu tham khảo phong phú và được cập nhật thường xuyên theo xu hướng mới Mong thầy cô tiếp tục phát huy.,2,positive
1710,"Trong học kỳ vừa qua, tôi học được một số điều hữu ích nhưng cũng có những phần không thực sự cần thiết Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1805,"Nhìn chung, cô chia sẻ kinh nghiệm thực tế quý báu, giúp sinh viên chuẩn bị tốt cho tương lai.",2,positive
1152,"Qua quá trình học, thầy truyền đạt kiến thức đủ để sinh viên vượt qua kỳ thi, nhưng chưa sâu.",1,neutral
369,Tôi nghĩ rằng đây là một môn học tuyệt vời với nội dung phong phú và giáo viên tâm huyết.,2,positive
630,"Theo tôi, bài giảng đủ để hiểu bài, nhưng không có gì thực sự khiến sinh viên nhớ mãi.",1,neutral
858,"Nhìn chung là được, không có gì đặc biệt nổi bật nhưng cũng không có vấn đề lớn.",1,neutral
577,"Nội dung cũ kỹ và lạc hậu, không phù hợp với yêu cầu thực tế của thị trường Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
1155,"Theo ý kiến cá nhân tôi, giáo viên giảng đủ, không quá nhiệt tình nhưng cũng không tệ.",1,neutral
253,"Sau khi hoàn thành môn học, có thể cải thiện được nhưng nhìn chung không đến mức cần phải lo lắng quá Tôi đã học được nhiều điều từ trải nghiệm này.",1,neutral
861,"Sau khi hoàn thành môn học, sinh viên học được rất nhiều kiến thức bổ ích, cảm ơn thầy đã tận tình giảng dạy.",2,positive
1025,"Sau khi hoàn thành môn học, giáo viên đáp ứng được yêu cầu giảng dạy, tuy không có gì thực sự nổi bật Tôi sẽ giới thiệu cho bạn bè.",1,neutral
1136,"Qua quá trình học, bài tập không có phản hồi cụ thể từ giáo viên, sinh viên không biết mình sai chỗ nào Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
988,"Nhìn chung, thầy có vẻ am hiểu chuyên môn, nhưng chưa biết cách làm bài giảng sống động Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
581,"Trong học kỳ vừa qua, môn học đúng như mô tả trong đề cương, không có gì bất ngờ theo chiều nào.",1,neutral
589,"Tôi học được những điều tối thiểu cần biết từ môn này, không nhiều không ít Tôi đã học được nhiều điều từ trải nghiệm này.",1,neutral
243,"Nhìn chung, thầy giảng tương đối ổn, có lúc hay có lúc chưa hay tùy buổi.",1,neutral
1179,Thầy có thể cải thiện việc tương tác với sinh viên nhiều hơn trong lớp học Tôi sẽ giới thiệu cho bạn bè.,1,neutral
660,"Sau khi hoàn thành môn học, cô dạy ổn, sinh viên học được kiến thức cơ bản nhưng chưa thật sự ấn tượng.",1,neutral
312,"Phương pháp đánh giá không phù hợp, tập trung quá nhiều vào học thuộc lòng.",0,negative
874,"Theo ý kiến cá nhân tôi, tôi cảm thấy mất tiền và mất thời gian khi đăng ký môn học này Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
778,"Qua quá trình học, phong cách giảng dạy linh hoạt của thầy giúp tôi học tốt hơn và yêu thích môn học Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
133,"Qua quá trình học, môn học thiếu định hướng rõ ràng, sinh viên không biết mình đang học để làm gì Tôi sẽ giới thiệu cho bạn bè.",0,negative
1820,"Nhìn chung, môn học ở mức bình thường, nội dung ổn nhưng cần cải thiện thêm một số phần Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1758,"Nhìn chung, giáo viên có năng lực chuyên môn, nhưng kỹ năng giảng dạy có thể được cải thiện Mong thầy cô tiếp tục phát huy.",1,neutral
315,"Môn học thiếu định hướng rõ ràng, sinh viên không biết mình đang học để làm gì.",0,negative
1556,"Theo tôi, cô giáo sử dụng nhiều công cụ dạy học hiện đại, tạo trải nghiệm học tập thú vị Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
139,"Theo ý kiến cá nhân tôi, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
705,"Tôi nghĩ rằng bài tập vừa phải, không quá khó cũng không quá dễ, phù hợp với nội dung học Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
447,"Sau khi hoàn thành môn học, môn học này là một trong những môn hay nhất tôi từng học tại trường Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
2094,"Tôi nghĩ rằng môn học không có liên kết gì với thực tế, kiến thức học xong cũng không biết dùng vào đâu Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,negative
965,"Theo tôi, giáo viên rất nhiệt tình, tài liệu học tập phong phú và chất lượng Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
592,"Theo ý kiến cá nhân tôi, giáo viên có chuyên môn nhưng đôi khi chưa truyền đạt được thật hiệu quả Tôi sẽ giới thiệu cho bạn bè.",1,neutral
1695,"Nhìn chung, lớp học quá đông mà thầy không có phương án quản lý hiệu quả Mong thầy cô tiếp tục phát huy.",0,negative
837,"Theo ý kiến cá nhân tôi, môn học được tổ chức quá kém, lịch học thay đổi liên tục không có thông báo Tôi đã học được nhiều điều từ trải nghiệm này.",0,negative
75,"Qua quá trình học, đây là một môn học tuyệt vời với nội dung phong phú và giáo viên tâm huyết.",2,positive
974,"Sau khi hoàn thành môn học, khóa học đáp ứng được yêu cầu cơ bản, có thể cải thiện thêm ở một số phần.",1,neutral
1274,"Nhìn chung, thầy giảng được nhưng đôi khi thiếu ví dụ minh họa để làm rõ khái niệm Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1468,Tôi đã kỳ vọng nhiều hơn nhưng kết quả thực sự là một sự thất vọng lớn.,0,negative
1635,"Theo ý kiến cá nhân tôi, cô và lớp học ổn, không có gì phàn nàn hay khen ngợi đặc biệt Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1003,"Qua quá trình học, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi sẽ giới thiệu cho bạn bè.",0,negative
1962,"Theo tôi, tài liệu tham khảo phong phú và được cập nhật thường xuyên theo xu hướng mới Mong thầy cô tiếp tục phát huy.",2,positive
510,"Nội dung môn học hợp lý, cần bổ sung thêm phần thực hành để cân đối.",1,neutral
782,"Theo tôi, tôi thấy môn học bình thường theo nghĩa không có điểm mạnh hay điểm yếu nổi bật Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
1607,"Trong học kỳ vừa qua, giáo viên có năng lực chuyên môn, nhưng kỹ năng giảng dạy có thể được cải thiện Hy vọng môn học sẽ tốt hơn trong tương lai.",1,neutral
1315,"Nhìn chung ổn, có một số cải thiện nhỏ thì sẽ tốt hơn Tôi đã học được nhiều điều từ trải nghiệm này.",1,neutral
1204,"Theo ý kiến cá nhân tôi, môn học cần được xem xét và cải tổ triệt để để xứng đáng với chương trình đào tạo Tôi sẽ giới thiệu cho bạn bè.",0,negative
1495,"Trong học kỳ vừa qua, tôi không thấy quá ấn tượng với môn học nhưng cũng không có gì để phàn nàn nhiều Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,neutral
476,"Trong học kỳ vừa qua, tôi học được điều cần thiết cho kỳ thi, nhưng không chắc sẽ nhớ mãi.",1,neutral
712,"Khóa học đáp ứng được yêu cầu cơ bản, có thể cải thiện thêm ở một số phần Mong thầy cô tiếp tục phát huy.",1,neutral
1422,"Theo tôi, cô dạy tốt ở một số buổi, nhưng vẫn có những buổi chất lượng chưa đều Tôi sẽ giới thiệu cho bạn bè.",1,neutral
190,"Theo ý kiến cá nhân tôi, giáo viên không quan tâm đến sinh viên, không trả lời câu hỏi trong lớp Hy vọng môn học sẽ tốt hơn trong tương lai.",0,negative
1026,"Theo ý kiến cá nhân tôi, môn học này không cần thiết, cần phải xem xét lại chương trình học Mong thầy cô tiếp tục phát huy.",0,negative
482,"Nhìn chung, tôi cảm thấy mất tiền và mất thời gian khi đăng ký môn học này.",0,negative
407,Tôi nghĩ rằng tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này Tôi đã học được nhiều điều từ trải nghiệm này.,2,positive
549,"Theo tôi, cô giảng đủ bài, sinh viên nắm được kiến thức ở mức cơ bản là đạt yêu cầu.",1,neutral
300,"Nhìn chung, thầy cô có kiến thức chuyên sâu và kinh nghiệm phong phú trong giảng dạy Tôi sẽ giới thiệu cho bạn bè.",2,positive
57,"Thầy thỉnh thoảng đi sâu vào chi tiết không cần thiết, làm loãng trọng tâm bài.",1,neutral
802,"Theo tôi, cô và lớp học ổn, không có gì phàn nàn hay khen ngợi đặc biệt Mong thầy cô tiếp tục phát huy.",1,neutral
1335,"Tôi nghĩ rằng cô giáo sử dụng nhiều công cụ dạy học hiện đại, tạo trải nghiệm học tập thú vị Tôi sẽ giới thiệu cho bạn bè.",2,positive
1811,"Nhìn chung, cô không trả lời email của sinh viên, rất khó liên lạc khi cần hỗ trợ.",0,negative
772,"Giáo viên có kiến thức rộng và sâu, trả lời mọi câu hỏi của sinh viên thấu đáo Tôi đã học được nhiều điều từ trải nghiệm này.",2,positive
1053,"Trong học kỳ vừa qua, môn học ở mức bình thường, nội dung ổn nhưng cần cải thiện thêm một số phần.",1,neutral
373,"Cách cô giải thích các khái niệm khó rất dễ hiểu, tôi tiếp thu nhanh hơn nhiều Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,positive
1212,Tôi nghĩ rằng cô giáo tạo ra áp lực không cần thiết mà không hề hỗ trợ sinh viên vượt qua Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.,0,negative
1350,"Môn học được tổ chức chuyên nghiệp, đúng giờ và đúng lịch trình đề ra Hy vọng môn học sẽ tốt hơn trong tương lai.",2,positive
560,"Trong học kỳ vừa qua, bài tập không có phản hồi cụ thể từ giáo viên, sinh viên không biết mình sai chỗ nào.",0,negative
329,Tôi nghĩ rằng tôi thực sự thất vọng với chất lượng giảng dạy của môn học này.,0,negative
